Compound_id,drug_name,canonical_smiles,inchi_key,LogS (aqueous solubility),LogD,LogP,Pgp-inh,Pgp-sub,HIA,F(20%),F(30%),Caco-2,MDCK,BBB,PPB,VDss,Fu,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CL,T12,hERG,H-HT,DILI,Ames,ROA,FDAMDD,SkinSen,Carcinogenicity,EC,EI,Respiratory,BCF,IGC50,LC50,LC50DM,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,Toxicophores,Genotoxic_Carcinogenicity_Mutagenicity,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,0,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility,Hepatotoxicity,Neurotoxicity,Nephrotoxicity,Respiratory Toxicity,Cardiotoxicity,Carcinogenicity,Immunotoxicity,Mutagenicity,Cytotoxicity,BBB,Ecotoxicity,Clinical toxicity,Nutritional toxicity,Aryl hydrocarbon Receptor (AhR),Androgen Receptor (AR),Androgen Receptor Ligand Binding Domain (AR-LBD),Aromatasen,Estrogen Receptor Alpha (ER),Estrogen Receptor Ligand Binding Domain (ER-LBD),Peroxisome Proliferator Activated Receptor Gamma (PPAR-Gamma),Nuclear factor (erythroid-derived 2)-like 2/antioxidant responsive element (nrf2/ARE),Heat shock factor response element (HSE),Mitochondrial Membrane Potential (MMP),Phosphoprotein (Tumor Supressor) p53,ATPase family AAA domain-containing protein 5 (ATAD5),Thyroid hormone receptor alpha (THR?),Thyroid hormone receptor beta (THR?),Transtyretrin (TTR),Ryanodine receptor (RYR),GABA receptor (GABAR),Glutamate N-methyl-D-aspartate receptor (NMDAR), alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionate receptor (AMPAR),Kainate receptor (KAR),Achetylcholinesterase (AChE),Constitutive androstane receptor (CAR),Pregnane X receptor (PXR),NADH-quinone oxidoreductase (NADHOX),Voltage gated sodium channel (VGSC),Na+/I- symporter (NIS),Cytochrome CYP1A2CYP1A2,Cytochrome CYP2C19CYP2C19 ,Cytochrome CYP2C9CYP2C9,Cytochrome CYP2D6CYP2D6,Cytochrome CYP3A4CYP3A4,Cytochrome CYP2E1CYP2E1
S1256,Rufinamide,NC(=O)C1=C[N](CC2=C(F)C=CC=C2F)N=N1,,-1.921,0.937,0.863,0.003,0.003,0.006,0.016,0.012,-4.627,0.0000297,0.957,0.3818,1.217,0.5666,0.796,0.5,0.408,0.066,0.075,0.586,0.059,0.315,0.024,0.129,8.56,0.088,0.03,0.897,0.962,0.458,0.876,0.373,0.069,0.96,0.003,0.041,0.789,0.647,1.77,2.608,5.263,0.009,0.004,0.064,0.006,0.07,0.009,0.004,0.161,0.005,0.004,0.02,0.004,238.07,213.497,1.115,5,2,73.8,3,2,6,7,0,12,0.25,0,1,0,0,0,0,1,0,0,0.855,2.283,0.1,12,-2.232,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 21,Fc1cccc(c1Cn1nnc(c1)C(=O)N)F,C10H8F2N4O,238.19,17,11,0.1,3,5,1,53.78,73.8,1.74,0.69,1.54,1.44,1.28,1.34,-2.03,2.21,0.00928,Soluble,-1.82,3.63,0.0152,Very soluble,-3.12,0.183,0.000767,Soluble,High,No,No,No,No,No,No,No,-7.26,0,0,0,0,0,0.55,0,0,1,2.22,0.74,0.97,0.64,0.87,0.8,0.5,0.98,0.56,0.86,0.96,0.54,0.61,0.66,0.87,0.99,0.98,0.91,0.95,0.99,0.98,0.96,0.96,0.94,0.96,0.99,0.91,0.73,0.8,0.93,0.58,0.97,0.99,0.99,0.85,1,0.58,0.98,0.54,0.92,0.73,0.7,0.56,0.6,0.63,0.99
S1283,Asenapine maleate,CN1CC2C(C1)C3=C(OC4=C2C=CC=C4)C=CC(=C3)Cl.OC(=O)\C=C/C(O)=O,,-4.888,3.638,4.196,0.995,0.097,0.003,0.006,0.054,-4.795,0.0000178,0.951,0.9603,4.332,0.0431,0.501,0.927,0.404,0.977,0.043,0.716,0.979,0.934,0.055,0.928,10.536,0.141,0.959,0.808,0.529,0.584,0.234,0.843,0.269,0.134,0.003,0.011,0.967,2.754,4.656,5.799,6.033,0.058,0.003,0.053,0.108,0.122,0.009,0.004,0.051,0.006,0.019,0.463,0.134,285.09,287.542,0.991,2,0,12.47,0,4,18,3,0,21,0,2,1,1,0,0,0,1,0,0,0.717,3.017,0.294,67.273,-0.229,0,0,0,0,Accepted,Rejected,Rejected,Accepted,0,Molecule 69,Clc1ccc2c(c1)C1CN(CC1c1c(O2)cccc1)C.OC(=O)/C=C\C(=O)O,C21H20ClNO5,401.84,28,12,0.24,2,6,2,109.32,87.07,3.27,1.05,3.59,2.73,3.7,2.87,-3.18,0.267,0.000664,Soluble,-2.47,1.36,0.00339,Soluble,-5.63,0.000942,0.00000234,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.01,0,0,0,0,0,0.56,0,1,1,3.9,0.6,0.59,0.51,0.81,0.77,0.57,0.9,0.56,0.53,0.76,0.64,0.62,0.6,0.75,0.98,0.97,0.84,0.81,0.9,0.95,0.9,0.9,0.83,0.91,0.95,0.7,0.77,0.68,0.77,0.69,0.9,0.99,1,0.5,0.99,0.52,0.93,0.83,0.8,0.77,0.63,0.62,0.59,0.75,0.94
S1286,Budesonide,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(O1)C(=O)CO,,-4.356,3.357,2.909,0.015,0.009,0.014,0.018,0.008,-4.742,0.0000248,0.975,0.7996,0.984,0.2047,0.003,0.682,0.03,0.815,0.029,0.119,0.002,0.05,0.869,0.884,19.454,0.643,0.034,0.242,0.204,0.156,0.841,0.907,0.096,0.9,0.003,0.012,0.957,0.418,4.132,4.418,5.094,0.026,0.803,0.006,0.801,0.088,0.5,0.719,0.744,0.255,0.149,0.866,0.898,430.24,440.369,0.977,6,2,93.06,4,5,20,6,0,26,0.154,9,2,1,0,0,5,4,2,1,0.666,5.041,0.76,85.5,2.532,1,0,0,0,Accepted,Accepted,Rejected,Accepted,0,Molecule 2,CCCC1OC2C(O1)(C(=O)CO)C1(C(C2)C2CCC3=CC(=O)C=CC3(C2C(C1)O)C)C,C25H34O6,430.53,31,0,0.76,4,6,2,115.18,93.06,2.85,2.55,2.72,1.74,2.91,2.55,-3.85,0.0606,0.000141,Soluble,-4.15,0.0304,0.0000705,Moderately soluble,-3.17,0.29,0.000673,Soluble,High,No,Yes,No,No,No,No,No,-7.12,0,0,0,0,0,0.55,0,0,1,6.09,0.99,0.94,0.53,0.83,0.54,0.61,0.99,0.88,0.59,0.98,0.71,0.53,0.87,0.99,1,1,0.63,0.75,0.99,0.98,0.96,0.96,0.92,0.96,0.99,0.81,0.96,0.65,0.79,0.65,0.99,0.99,1,0.62,1,0.77,0.64,0.95,0.73,0.99,0.99,0.92,0.89,0.73,0.99
S1294,Cilostazol (OPC-13013),O=C1CCC2=C(N1)C=CC(=C2)OCCCCC3=NN=N[N]3C4CCCCC4,,-3.451,3.122,3.112,0.995,0.011,0.005,0.973,0.974,-4.848,0.0000338,0.033,0.9553,1.021,0.0339,0.27,0.746,0.72,0.77,0.615,0.924,0.439,0.22,0.875,0.735,9.194,0.588,0.052,0.838,0.409,0.086,0.955,0.779,0.264,0.784,0.003,0.017,0.559,0.791,3.49,4.215,5.047,0.019,0.027,0.276,0.491,0.413,0.03,0.97,0.805,0.003,0.016,0.627,0.018,369.22,376.996,0.979,7,1,81.93,7,4,10,7,0,23,0.304,0,0,0,0,0,4,0,1,1,0.756,2.509,0.6,47.5,-1.521,1,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 9,O=C1CCc2c(N1)ccc(c2)OCCCCc1nnnn1C1CCCCC1,C20H27N5O2,369.46,27,11,0.6,7,5,1,106.5,81.93,3.38,3.1,2.89,3.04,3.1,3.1,-3.92,0.0441,0.000119,Soluble,-4.49,0.012,0.0000325,Moderately soluble,-5.7,0.000746,0.00000202,Moderately soluble,High,No,Yes,No,Yes,Yes,No,Yes,-6.35,0,0,0,0,0,0.55,0,0,1,3.16,0.8,0.84,0.54,0.93,0.75,0.54,0.83,0.53,0.75,0.8,0.54,0.7,0.72,0.93,0.99,0.99,0.96,0.95,0.99,0.93,0.98,0.98,0.84,0.94,0.96,0.94,0.67,0.82,0.88,0.64,0.98,0.99,0.99,0.63,0.99,0.78,0.95,0.66,0.82,0.77,0.64,0.52,0.53,0.84,1
S1304,Megestrol Acetate,CC(=O)OC1(CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,,-4.221,2.855,2.73,0.947,0.002,0.015,0.147,0.98,-5.109,0.0000223,0.869,0.8465,1.091,0.1554,0.009,0.276,0.097,0.921,0.106,0.076,0.004,0.089,0.341,0.893,9.258,0.761,0.004,0.113,0.357,0.037,0.493,0.826,0.114,0.885,0.003,0.032,0.98,0.33,3.486,4.018,4.166,0.874,0.944,0.028,0.642,0.169,0.791,0.748,0.825,0.75,0.701,0.854,0.915,384.23,411.413,0.934,4,0,60.44,3,4,17,4,0,23,0.13,5,1,0,0,0,2,1,1,0,0.646,4.598,0.708,74.976,2.133,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 36,O=C1CCC2(C(=C1)C(=CC1C2CCC2(C1CCC2(OC(=O)C)C(=O)C)C)C)C,C24H32O4,384.51,28,0,0.71,3,4,0,109.28,60.44,3.37,3.14,4.58,3.5,4.56,3.83,-4,0.0381,0.000099,Moderately soluble,-4.08,0.0321,0.0000834,Moderately soluble,-4.77,0.00654,0.000017,Moderately soluble,High,Yes,No,No,No,No,No,No,-6.42,0,0,0,0,0,0.55,0,0,1,5.21,0.76,0.94,0.76,0.92,0.61,0.56,0.99,0.99,0.71,0.99,0.54,0.7,0.52,1,1,1,0.92,0.91,0.93,1,0.96,0.96,0.56,0.98,1,0.53,0.93,0.62,0.82,0.64,0.99,1,1,0.74,0.99,0.65,0.58,0.96,0.84,0.99,0.96,0.76,0.97,0.88,1
S1322,Dexamethasone (MK-125),CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,,-4.275,2.14,2.188,0.006,0.005,0.042,0.012,0.004,-4.77,0.0000214,0.996,0.6292,0.81,0.3591,0.005,0.479,0.02,0.777,0.015,0.134,0.002,0.055,0.708,0.905,3.884,0.564,0.026,0.273,0.094,0.066,0.447,0.902,0.036,0.848,0.003,0.013,0.979,0.293,3.142,3.604,5.044,0.927,0.874,0.023,0.708,0.115,0.152,0.011,0.69,0.044,0.055,0.818,0.114,392.2,394.315,0.995,5,3,94.83,2,4,17,6,0,22,0.091,8,1,2,0,0,4,4,2,1,0.624,4.877,0.727,81.579,2.225,1,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 11,OCC(=O)C1(O)C(C)CC2C1(C)CC(O)C1(C2CCC2=CC(=O)C=CC12C)F,C22H29FO5,392.46,28,0,0.73,2,6,3,101.96,94.83,2.26,1.94,2.32,1.62,2.58,2.14,-3.36,0.17,0.000433,Soluble,-3.56,0.109,0.000278,Soluble,-2.8,0.625,0.00159,Soluble,High,No,Yes,No,No,No,No,No,-7.32,0,0,0,0,0,0.55,0,0,1,5.47,0.99,1,0.71,0.98,0.75,0.72,0.99,0.69,0.72,1,0.59,0.82,0.76,1,1,1,0.89,0.94,1,1,1,1,0.99,1,1,0.59,0.96,0.61,0.78,0.55,0.98,0.99,1,0.87,1,0.78,0.59,0.93,0.8,1,1,0.66,0.66,0.86,0.99
S1330,Felbamate,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,,-1.634,0.809,0.463,0.007,0.302,0.005,0.004,0.001,-4.945,0.000294223,0.998,0.2729,0.674,0.5651,0.187,0.096,0.028,0.126,0.003,0.03,0.787,0.221,0.012,0.247,8.073,0.2,0.181,0.398,0.298,0.964,0.028,0.028,0.202,0.969,0.003,0.011,0.004,0.306,2.735,2.747,5.789,0.011,0.005,0.014,0.003,0.238,0.127,0.003,0.024,0.049,0.083,0.021,0.042,238.1,234.228,1.017,6,4,104.64,7,1,6,6,0,8,0.875,0,0,0,0,0,0,1,1,1,0.796,2.335,0.273,7,0.069,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 19,NC(=O)OCC(c1ccccc1)COC(=O)N,C11H14N2O4,238.24,17,6,0.27,7,4,2,59.4,104.64,1.71,0.61,0.96,0.74,0.04,0.81,-1.5,7.52,0.0316,Very soluble,-2.38,0.989,0.00415,Soluble,-1.92,2.84,0.0119,Soluble,High,No,No,No,No,No,No,No,-7.32,0,0,0,0,0,0.55,0,1,1,1.99,0.66,0.59,0.64,0.5,0.72,0.79,0.99,0.64,0.64,0.97,0.68,0.79,0.51,0.9,0.99,0.99,0.97,0.96,0.99,0.99,0.98,0.98,0.96,0.98,0.98,0.81,0.67,0.65,0.94,0.71,0.89,0.99,0.99,0.8,0.99,0.67,0.88,0.65,0.85,0.84,0.7,0.71,0.72,0.93,0.99
S1331,Fluconazole (UK 49858),OC(C[N]1C=NC=N1)(C[N]2C=NC=N2)C3=C(F)C=C(F)C=C3,,-1.729,0.744,0.403,0,0.002,0.005,0.002,0.004,-4.59,0.0000282,0.963,0.6176,0.835,0.51,0.464,0.306,0.615,0.064,0.102,0.601,0.366,0.134,0.419,0.264,5.96,0.228,0.089,0.915,0.989,0.762,0.932,0.897,0.925,0.927,0.005,0.222,0.835,1.34,1.714,2.103,2.914,0.01,0.003,0.611,0.931,0.041,0.008,0.02,0.276,0.007,0.003,0.131,0.011,306.1,276.186,1.108,7,1,81.65,5,3,6,9,0,16,0.312,0,1,0,0,0,0,1,1,0,0.752,2.77,0.231,17,-0.864,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 55,Fc1ccc(c(c1)F)C(Cn1cncn1)(Cn1cncn1)O,C13H12F2N6O,306.27,22,16,0.23,5,7,1,70.71,81.65,0.41,0.35,1.47,1.47,0.71,0.88,-2.17,2.08,0.0068,Soluble,-1.63,7.2,0.0235,Very soluble,-3.54,0.0883,0.000288,Soluble,High,No,Yes,No,Yes,No,No,No,-7.92,0,0,0,0,0,0.55,0,0,0,2.45,0.84,0.91,0.61,0.84,0.79,0.62,0.83,0.52,0.76,0.96,0.78,0.55,0.57,0.92,0.99,0.99,0.72,0.98,0.99,0.99,0.97,0.97,0.92,0.97,0.99,0.92,0.84,0.77,0.89,0.6,0.94,0.99,1,0.8,1,0.63,0.97,0.69,0.88,0.81,0.69,0.52,0.5,0.7,0.97
S1332,Flumazenil (RO 15-1788),CCOC(=O)C1=C2CN(C)C(=O)C3=CC(=CC=C3[N]2C=N1)F,,-2.412,1.228,0.971,0.002,0.002,0.005,0.996,0.996,-4.614,0.0000342,0.952,0.4687,1.302,0.5286,0.741,0.771,0.591,0.346,0.205,0.617,0.017,0.576,0.225,0.359,5.118,0.675,0.058,0.362,0.876,0.029,0.039,0.896,0.15,0.35,0.003,0.013,0.078,0.548,2.042,3.07,3.674,0.073,0.009,0.178,0.338,0.091,0.006,0.667,0.196,0.016,0.012,0.043,0.042,303.1,289.3,1.048,6,0,64.43,3,3,14,7,0,18,0.167,0,1,1,0,0,1,1,2,0,0.793,2.528,0.267,37.895,-0.628,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 22,CCOC(=O)c1ncn2c1CN(C)C(=O)c1c2ccc(c1)F,C15H14FN3O3,303.29,22,11,0.27,3,5,0,79.47,64.43,2.65,1,1.66,1.61,1.71,1.73,-2.52,0.911,0.003,Soluble,-1.94,3.47,0.0114,Very soluble,-3.84,0.0439,0.000145,Soluble,High,Yes,No,No,No,No,No,No,-7.44,0,0,0,0,0,0.55,0,0,0,3.06,0.95,0.86,0.55,0.91,0.81,0.66,0.96,0.62,0.57,0.78,0.57,0.65,0.62,0.96,0.99,1,0.96,0.98,0.98,0.99,0.98,0.98,0.94,0.98,0.98,0.91,0.93,0.84,0.8,0.92,0.99,0.99,0.99,0.95,1,0.72,0.96,0.8,0.87,0.73,0.99,0.55,0.91,0.89,0.99
S1340,Gatifloxacin,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(=C1N3CCNC(C)C3)F)C4CC4,,-4.256,0.744,-0.469,0.001,0.999,0.003,0.002,0,-4.874,0.00000523,0.05,0.2066,2.097,0.8054,0.049,0.512,0.071,0.437,0.062,0.093,0.042,0.166,0.008,0.152,2.37,0.07,0.268,0.981,0.977,0.064,0.531,0.599,0.187,0.463,0.003,0.01,0.93,0.228,2.34,2.674,4.233,0.859,0.009,0.072,0.003,0.602,0.01,0.02,0.462,0.014,0.006,0.013,0.008,375.16,361.354,1.038,7,2,83.8,4,4,10,8,0,22,0.182,1,2,1,0,1,0,1,1,0,0.85,3.146,0.474,84,-0.225,1,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 60,COc1c(N2CCNC(C2)C)c(F)cc2c1n(cc(c2=O)C(=O)O)C1CC1,C19H22FN3O4,375.39,27,10,0.47,4,6,2,106.55,83.8,2.48,-0.74,1.58,1.21,2.04,1.31,-1.71,7.3,0.0194,Very soluble,-0.54,107,0.286,Very soluble,-3.76,0.0654,0.000174,Soluble,High,No,Yes,No,No,No,No,No,-9.12,0,0,0,0,0,0.55,0,0,1,3.47,0.72,0.96,0.84,0.91,0.85,0.57,0.74,0.6,0.75,0.88,0.6,0.73,0.76,0.96,0.94,0.95,0.99,0.98,0.99,1,0.99,0.99,0.98,0.97,0.98,0.71,0.77,0.9,0.75,0.63,0.93,0.98,0.99,0.57,0.99,0.64,0.96,0.74,0.88,0.96,0.83,0.58,0.68,0.93,0.99
S1354,Lansoprazole,CC1=C(OCC(F)(F)F)C=CN=C1C[S](=O)C2=NC3=CC=CC=C3[NH]2,,-3.837,2.37,2.222,0.017,0.13,0.01,0.002,0.002,-4.592,0.0000488,0.338,0.9919,0.867,0.0111,0.877,0.937,0.902,0.486,0.858,0.878,0.491,0.816,0.864,0.777,4.353,0.807,0.013,0.944,0.915,0.749,0.623,0.968,0.075,0.86,0.004,0.034,0.96,1.317,4.227,4.476,5.818,0.006,0.006,0.873,0.666,0.054,0.003,0.033,0.909,0.032,0.012,0.253,0.032,369.08,328.45,1.124,5,1,73.86,6,3,9,9,0,16,0.375,1,2,0,1,0,2,2,3,0,0.699,3.74,0.25,38,-0.96,2,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 84,O=S(c1nc2c([nH]1)cccc2)Cc1nccc(c1C)OCC(F)(F)F,C16H14F3N3O2S,369.36,25,15,0.25,6,7,1,87.24,87.08,2.04,3.01,5.49,1.57,3.54,3.13,-4.07,0.0311,0.0000843,Moderately soluble,-4.5,0.0116,0.0000314,Moderately soluble,-6.84,0.0000529,0.000000143,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.42,0,0,0,0,0,0.55,0,0,1,3.4,0.53,0.78,0.63,0.75,0.72,0.55,0.96,0.58,0.91,0.84,0.6,0.79,0.6,1,0.99,0.99,0.85,0.86,0.98,0.97,0.98,0.98,0.94,0.98,0.99,0.92,0.65,0.52,0.87,0.88,0.94,0.99,1,0.87,0.99,0.59,0.9,0.54,0.82,0.63,0.99,0.51,0.51,0.77,0.99
S1356,Levetiracetam (UCB-L059),CCC(N1CCCC1=O)C(N)=O,,-0.859,-0.592,-0.566,0.002,0.055,0.006,0.007,0.008,-4.93,0.000187532,0.998,0.1324,0.708,0.8118,0.012,0.124,0.027,0.151,0.011,0.422,0.007,0.158,0.007,0.155,7.982,0.412,0.011,0.721,0.036,0.006,0.059,0.046,0.208,0.022,0.004,0.079,0.03,0.214,1.565,1.879,4.995,0.622,0.016,0.011,0.004,0.533,0.024,0.005,0.087,0.007,0.026,0.013,0.005,170.11,172.669,0.985,4,2,63.4,3,1,5,4,0,7,0.429,1,0,0,0,0,1,0,0,0,0.641,2.849,0.75,17,-0.758,0,0,0,0,Accepted,Accepted,Accepted,Rejected,0,Molecule 43,CCC(N1CCCC1=O)C(=O)N,C8H14N2O2,170.21,12,0,0.75,3,2,1,48.37,63.4,1.25,-0.34,-0.51,-0.27,0.27,0.08,-0.48,56,0.329,Very soluble,-0.53,50.3,0.295,Very soluble,-0.64,39.1,0.23,Soluble,High,No,No,No,No,No,No,No,-7.58,0,1,0,0,1,0.55,0,0,1,1.82,0.9,0.81,0.86,0.79,0.69,0.56,0.99,0.85,0.8,0.99,0.59,0.56,0.52,0.98,0.99,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.86,0.87,0.92,0.94,0.54,0.92,0.99,1,0.74,0.99,0.59,0.79,0.78,0.95,0.9,0.73,0.81,0.69,0.95,0.99
S1377,Drospirenone,CC12CCC(=O)C=C1C3CC3C4C2CCC5(C)C4C6CC6C57CCC(=O)O7,,-5.429,4.359,3.196,0.998,0,0.005,0.002,0.345,-4.966,0.0000898,0.562,0.9643,0.631,0.0262,0.027,0.655,0.276,0.92,0.168,0.218,0.008,0.268,0.723,0.884,23.677,0.083,0.083,0.263,0.133,0.02,0.198,0.934,0.034,0.438,0.003,0.008,0.784,1.848,4.09,4.542,5.1,0.12,0.806,0.001,0.273,0.393,0.947,0.032,0.52,0.068,0.259,0.81,0.212,366.22,382.226,0.958,3,0,43.37,0,7,19,3,0,31,0,10,1,1,0,0,3,4,1,1,0.6,5.424,0.833,152.727,2.5,2,0,0,0,Accepted,Rejected,Accepted,Accepted,0,Molecule 46,O=C1CCC2(C(=C1)C1CC1C1C2CCC2(C1C1CC1C12CCC(=O)O1)C)C,C24H30O3,366.49,27,0,0.83,0,3,0,103.21,43.37,3.13,2.47,4.31,4.53,4.12,3.71,-3.67,0.0787,0.000215,Soluble,-3.03,0.346,0.000944,Soluble,-4.31,0.0178,0.0000486,Moderately soluble,High,Yes,No,No,No,No,No,No,-6.78,1,0,0,0,0,0.55,0,0,1,5.63,0.79,0.74,0.68,0.93,0.6,0.66,0.89,0.95,0.83,0.89,0.52,0.59,0.54,0.99,1,1,0.69,0.52,0.95,0.98,0.98,0.98,0.95,0.96,0.99,0.73,0.93,0.67,0.78,0.6,0.97,0.99,1,0.63,0.97,0.64,0.6,0.92,0.82,0.93,0.93,0.63,0.9,0.86,0.99
S1378,Ruxolitinib (INCB018424),N#CCC(C1CCCC1)[N]2C=C(C=N2)C3=NC=NC4=C3C=C[NH]4,,-3.556,3.042,2.621,0.013,0.97,0.005,0.003,0.006,-4.712,0.00000507,0.231,0.9016,1.255,0.1824,0.819,0.465,0.69,0.053,0.281,0.537,0.224,0.139,0.639,0.35,10.356,0.491,0.093,0.892,0.992,0.02,0.884,0.957,0.839,0.521,0.003,0.02,0.982,0.324,2.226,3.363,4.808,0.004,0.004,0.827,0.986,0.26,0.142,0.057,0.674,0.244,0.669,0.438,0.623,306.16,313.251,0.977,6,1,83.18,4,4,9,6,0,21,0.19,1,0,0,0,0,0,0,2,0,0.8,3.4,0.412,64.917,-0.903,0,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 14,N#CCC(n1ncc(c1)c1ncnc2c1cc[nH]2)C1CCCC1,C17H18N6,306.37,23,14,0.41,4,4,1,87.66,83.18,2.32,2.12,3.47,1.36,2.74,2.4,-3.26,0.168,0.000548,Soluble,-3.5,0.0973,0.000318,Soluble,-4.75,0.00544,0.0000177,Moderately soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.66,0,0,0,0,0,0.55,0,0,0,3.16,0.59,0.83,0.86,0.87,0.89,0.51,0.98,0.52,0.76,0.88,0.65,0.61,0.72,0.75,0.98,0.97,0.8,0.88,0.98,0.92,0.97,0.97,0.85,0.83,0.91,0.98,0.81,0.84,0.93,0.58,0.92,0.99,1,0.52,0.99,0.64,0.92,0.69,0.73,0.67,0.75,0.64,0.66,0.75,0.91
S1389,Omeprazole,COC1=CC=C2[NH]C(=NC2=C1)[S](=O)CC3=C(C)C(=C(C)C=N3)OC,,-3.089,1.86,2.011,0.003,0.854,0.055,0.004,0.004,-4.644,0.0000202,0.013,0.9905,0.21,0.0149,0.92,0.953,0.497,0.813,0.443,0.864,0.166,0.896,0.879,0.874,5.938,0.826,0.03,0.78,0.749,0.453,0.286,0.955,0.08,0.951,0.004,0.028,0.966,1.048,3.952,3.57,5.605,0.013,0.004,0.89,0.364,0.068,0.003,0.01,0.934,0.083,0.003,0.161,0.025,345.11,336.334,1.026,6,1,83.09,5,3,9,7,0,16,0.312,1,1,0,1,0,2,0,3,0,0.719,3.715,0.294,36,-0.694,4,0,0,0,Accepted,Accepted,Accepted,Accepted,0,Molecule 96,COc1ccc2c(c1)nc([nH]2)S(=O)Cc1ncc(c(c1C)OC)C,C17H19N3O3S,345.42,24,15,0.29,5,5,1,93.7,96.31,2.14,2.23,3.61,0.91,3.16,2.41,-3.52,0.105,0.000303,Soluble,-3.89,0.0447,0.000129,Soluble,-6.47,0.000117,0.000000337,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.82,0,0,0,0,0,0.55,0,0,0,3.58,0.57,0.68,0.59,0.76,0.72,0.81,0.7,0.51,0.98,0.76,0.56,0.69,0.57,1,0.99,0.99,0.97,0.91,0.99,0.99,0.99,0.99,0.97,0.99,0.99,0.92,0.52,0.52,0.85,0.89,0.93,0.99,0.99,0.9,0.99,0.7,0.91,0.7,0.88,0.59,0.99,0.59,0.54,0.92,0.99
